ID,Question Number,Share Context,Share Image,Question Text,Image,Options,Answer,Explanation,QA Type,Question Type,Level of Difficulty,Knowledge Topics,General Topics,Book Label
2008,10,"Cécile Perreaux is a junior analyst for an international wealth management firm. Her
supervisor, Margit Daasvand, asks Perreaux to evaluate three fixed-income funds as part of the
firm’s global fixed-income offerings. Selected financial data for the funds Aschel, Permot,
and Rosaiso are presented in Exhibit 1. In Perreaux’s initial review, she assumes that there
is no reinvestment income and that the yield curve remains unchanged.
After further review of the composition of each of the funds, Perreaux notes the following.Note
1 schel is the only fund of the three that uses leverage.Note 2 osaiso is the only fund of
the three that holds a significant number of bonds with embedded options.Daasvand asks Perreaux
to analyze immunization approaches to liability-based mandates for a meeting with Villash
Foundation. Villash Foundation is a tax-exempt client. Prior to the meeting, Perreaux
identifies what she considers to be two key features of a cash flow–matching approach.Feature
1 It requires no yield curve assumptions.Feature 2 Cash flows come from coupons and
liquidating bond portfolio positions.Two years later, Daasvand learns that Villash Foundation
needs $5,000,000 in cash to meet liabilities. She asks Perreaux to analyze two bonds for
possible liquidation. Selected data on the two bonds are presented in Exhibit 2.
 
 ","['./dataset/images/Fixed-IncomePortfolioManagement_images/share7-13_1.png', './dataset/images/Fixed-IncomePortfolioManagement_images/share7-13_2.png']","Based on Note 2, Rosaiso is the only fund for which the expected change in",,"{'A': 'convexity.', './dataset/images/B': 'modified duration.', './dataset/images/C': 'effective duration'}",C,"Rosaiso is the only fund that holds bonds with embedded options. Effective duration
should be used for bonds with embedded options. For bonds with embedded options, the duration
and convexity measures used to calculate the expected change in price based on the investors’s
views of yields and yield spreads are effective duration and effective convexity.For bonds
without embedded options, convexity and modified duration are used in this calculation.",Knowledge reasoning QA,text+image,Easy,"Interest Rate Risk, Duration, Convexity",Fixed-Income Portfolio Management,Fixed-Income Portfolio Management
2009,11,"Cécile Perreaux is a junior analyst for an international wealth management firm. Her
supervisor, Margit Daasvand, asks Perreaux to evaluate three fixed-income funds as part of the
firm’s global fixed-income offerings. Selected financial data for the funds Aschel, Permot,
and Rosaiso are presented in Exhibit 1. In Perreaux’s initial review, she assumes that there
is no reinvestment income and that the yield curve remains unchanged.
After further review of the composition of each of the funds, Perreaux notes the following.Note
1 schel is the only fund of the three that uses leverage.Note 2 osaiso is the only fund of
the three that holds a significant number of bonds with embedded options.Daasvand asks Perreaux
to analyze immunization approaches to liability-based mandates for a meeting with Villash
Foundation. Villash Foundation is a tax-exempt client. Prior to the meeting, Perreaux
identifies what she considers to be two key features of a cash flow–matching approach.Feature
1 It requires no yield curve assumptions.Feature 2 Cash flows come from coupons and
liquidating bond portfolio positions.Two years later, Daasvand learns that Villash Foundation
needs $5,000,000 in cash to meet liabilities. She asks Perreaux to analyze two bonds for
possible liquidation. Selected data on the two bonds are presented in Exhibit 2.
 
 ","['./dataset/images/Fixed-IncomePortfolioManagement_images/share7-13_1.png', './dataset/images/Fixed-IncomePortfolioManagement_images/share7-13_2.png']",Is Perreaux correct with respect to key features of cash flow matching?,,"{'A': 'Yes.', './dataset/images/B': 'No, only Feature 1 is correct.', './dataset/images/C': 'No, only Feature 2 is correct.'}",B,"Cash flow matching has no yield curve or interest rate assumptions. With this
immunization approach, cash flows come from coupon and principal repayments that are expected
to match and offset liability cash flows. Because bond cash inflows are scheduled to coincide
with liability cash payouts, there is no need for reinvestment of cash flows. Thus, cash flow
matching is not affected by interest rate movements. Cash flows coming from coupons and
liquidating bond portfolio positions is a key feature of a duration-matching approach.",Knowledge reasoning QA,text+image,Easy,"Cash flow matching, Interest rate assumptions, Duration matching",Fixed-Income Portfolio Management,Fixed-Income Portfolio Management
2063,10,"Mary McNeil is the corporate treasurer at Farmhouse, which owns and operates several
farms and ethanol production plants in the United States. McNeil's primary responsibility is
risk management. Katrina Falk, a recently hired junior analyst at Farmhouse, works for McNeil
in managing the risk of the firm's commodity price exposures. Farmhouse's risk management
policy requires the use of futures to protect revenue from price volatility, regardless of
forecasts of future prices, and prohibits risk managers from taking speculative
positions.McNeil meets with Falk to discuss recent developments in two of Farmhouse's commodity
markets, grains and livestock. McNeil asks Falk about key characteristics of the two markets
that affect revenues and costs. Falk tells McNeil the following:Statement 1 The life cycle for
livestock depends on the product and varies widely by product.Statement 2 Grains have uniform,
well-defined seasons and growth cycles specific to geographic regions.A material portion of
Farmhouse's revenue comes from livestock exports, and a major input cost is the cost of grains
imported from outside the United States. Falk and McNeil next discuss three conclusions that
Falk reached in an analysis of the grains and livestock markets:Conclusion 1 Assuming demand
for grains remains constant, extreme heat in the regions from which we import our grains will
result in a benefit to us in the form of lower grain prices.Conclusion 2 New tariffs on cattle
introduced in our primary export markets will likely result in higher prices for our livestock
products in our local market.Conclusion 3 Major improvements in freezing technology allowing
for longer storage will let us better manage the volatility in the prices of our livestock
products.McNeil asks Falk to gather spot and futures price data on live cattle, wheat, and
soybeans, which are presented in Exhibit 1. Additionally, she observes that (1) the convenience
yield of soybeans exceeds the costs of its direct storage and (2) commod-ity producers as a
group are less interested in hedging in the forward market than commodity consumers are.
A key input cost for Farmhouse in producing ethanol is natural gas. McNeil uses positions in
natural gas (NG) futures contracts to manage the risk of natural gas price volatility. Three
months ago, she entered into a long position in natural gas futures at a futures price of $2.93
per million British thermal units (MMBtu). The current price of the same contract is $2.99.
Exhibit 2 presents additional data about the three-month futures position.
The futures position is fully collateralized with a 3% rate. McNeil decides to roll forward her
current exposure in the natural gas position.Each month, McNeil reports the performance of the
energy futures positions, including details on price returns, roll returns, and collateral
returns, to the firm's executive committee. A new committee member is concerned about the
negative roll returns on some of the positions. In a memo to McNeil, the committee member asks
her to explain why she is not avoiding positions with negative roll returns.
 ","['./dataset/images/AlternativeInvestments_images/share7-13_1.png', './dataset/images/AlternativeInvestments_images/share7-13_2.png']",Which commodity market in Exhibit 1 is currently in a state of contango?,,"{'A': 'Wheat', './dataset/images/B': 'Soybeans', './dataset/images/C': 'Live cattle'}",B,"The futures market for soybeans is in a state of contango because the spot price is
lower than the futures price.",Knowledge reasoning QA,text+image,Easy,"Commodities markets, Futures pricing, Contango and backwardation",Alternative Investments,Alternative Investments
2064,11,"Mary McNeil is the corporate treasurer at Farmhouse, which owns and operates several
farms and ethanol production plants in the United States. McNeil's primary responsibility is
risk management. Katrina Falk, a recently hired junior analyst at Farmhouse, works for McNeil
in managing the risk of the firm's commodity price exposures. Farmhouse's risk management
policy requires the use of futures to protect revenue from price volatility, regardless of
forecasts of future prices, and prohibits risk managers from taking speculative
positions.McNeil meets with Falk to discuss recent developments in two of Farmhouse's commodity
markets, grains and livestock. McNeil asks Falk about key characteristics of the two markets
that affect revenues and costs. Falk tells McNeil the following:Statement 1 The life cycle for
livestock depends on the product and varies widely by product.Statement 2 Grains have uniform,
well-defined seasons and growth cycles specific to geographic regions.A material portion of
Farmhouse's revenue comes from livestock exports, and a major input cost is the cost of grains
imported from outside the United States. Falk and McNeil next discuss three conclusions that
Falk reached in an analysis of the grains and livestock markets:Conclusion 1 Assuming demand
for grains remains constant, extreme heat in the regions from which we import our grains will
result in a benefit to us in the form of lower grain prices.Conclusion 2 New tariffs on cattle
introduced in our primary export markets will likely result in higher prices for our livestock
products in our local market.Conclusion 3 Major improvements in freezing technology allowing
for longer storage will let us better manage the volatility in the prices of our livestock
products.McNeil asks Falk to gather spot and futures price data on live cattle, wheat, and
soybeans, which are presented in Exhibit 1. Additionally, she observes that (1) the convenience
yield of soybeans exceeds the costs of its direct storage and (2) commod-ity producers as a
group are less interested in hedging in the forward market than commodity consumers are.
A key input cost for Farmhouse in producing ethanol is natural gas. McNeil uses positions in
natural gas (NG) futures contracts to manage the risk of natural gas price volatility. Three
months ago, she entered into a long position in natural gas futures at a futures price of $2.93
per million British thermal units (MMBtu). The current price of the same contract is $2.99.
Exhibit 2 presents additional data about the three-month futures position.
The futures position is fully collateralized with a 3% rate. McNeil decides to roll forward her
current exposure in the natural gas position.Each month, McNeil reports the performance of the
energy futures positions, including details on price returns, roll returns, and collateral
returns, to the firm's executive committee. A new committee member is concerned about the
negative roll returns on some of the positions. In a memo to McNeil, the committee member asks
her to explain why she is not avoiding positions with negative roll returns.
 ","['./dataset/images/AlternativeInvestments_images/share7-13_1.png', './dataset/images/AlternativeInvestments_images/share7-13_2.png']","Based on Exhibit 1 and McNeil's two observations, the futures price of",,"{'A': 'insurance theory.', './dataset/images/B': 'theory of storage.', './dataset/images/C': 'hedging pressure hypothesis.'}",C,"In Exhibit 1, the spot price of soybeans is less than the futures price. This
observation can be explained only by the hedging pressure hypothesis. According to this
hypothesis, hedging pressure occurs when both producers and consumers seek to protect
themselves from commodity market price volatility by entering into price hedges to stabilize
their projected profits and cash flows. If consumers are more interested in hedging than
producers are, the futures price will exceed the spot price.In contrast, the insurance theory
predicts that the futures price has to be lower than the current spot price as a form of
payment or remuneration to the speculator who takes on the price risk and provides price
insurance to the commodity seller. Similarly, the theory of storage also predicts that when a
commodity's convenience yield is greater than its direct storage costs, the futures price will
be lower than the spot price.",Knowledge reasoning QA,text+image,Easy,"Hedging pressure hypothesis, Insurance theory, Theory of storage",Alternative Investments,Alternative Investments
2065,12,"Mary McNeil is the corporate treasurer at Farmhouse, which owns and operates several
farms and ethanol production plants in the United States. McNeil's primary responsibility is
risk management. Katrina Falk, a recently hired junior analyst at Farmhouse, works for McNeil
in managing the risk of the firm's commodity price exposures. Farmhouse's risk management
policy requires the use of futures to protect revenue from price volatility, regardless of
forecasts of future prices, and prohibits risk managers from taking speculative
positions.McNeil meets with Falk to discuss recent developments in two of Farmhouse's commodity
markets, grains and livestock. McNeil asks Falk about key characteristics of the two markets
that affect revenues and costs. Falk tells McNeil the following:Statement 1 The life cycle for
livestock depends on the product and varies widely by product.Statement 2 Grains have uniform,
well-defined seasons and growth cycles specific to geographic regions.A material portion of
Farmhouse's revenue comes from livestock exports, and a major input cost is the cost of grains
imported from outside the United States. Falk and McNeil next discuss three conclusions that
Falk reached in an analysis of the grains and livestock markets:Conclusion 1 Assuming demand
for grains remains constant, extreme heat in the regions from which we import our grains will
result in a benefit to us in the form of lower grain prices.Conclusion 2 New tariffs on cattle
introduced in our primary export markets will likely result in higher prices for our livestock
products in our local market.Conclusion 3 Major improvements in freezing technology allowing
for longer storage will let us better manage the volatility in the prices of our livestock
products.McNeil asks Falk to gather spot and futures price data on live cattle, wheat, and
soybeans, which are presented in Exhibit 1. Additionally, she observes that (1) the convenience
yield of soybeans exceeds the costs of its direct storage and (2) commod-ity producers as a
group are less interested in hedging in the forward market than commodity consumers are.
A key input cost for Farmhouse in producing ethanol is natural gas. McNeil uses positions in
natural gas (NG) futures contracts to manage the risk of natural gas price volatility. Three
months ago, she entered into a long position in natural gas futures at a futures price of $2.93
per million British thermal units (MMBtu). The current price of the same contract is $2.99.
Exhibit 2 presents additional data about the three-month futures position.
The futures position is fully collateralized with a 3% rate. McNeil decides to roll forward her
current exposure in the natural gas position.Each month, McNeil reports the performance of the
energy futures positions, including details on price returns, roll returns, and collateral
returns, to the firm's executive committee. A new committee member is concerned about the
negative roll returns on some of the positions. In a memo to McNeil, the committee member asks
her to explain why she is not avoiding positions with negative roll returns.
 ","['./dataset/images/AlternativeInvestments_images/share7-13_1.png', './dataset/images/AlternativeInvestments_images/share7-13_2.png']","Based on Exhibit 2, the total return from the long position in natural gas",,"{'A': '1.46%.', './dataset/images/B': '3.71%.', './dataset/images/C': '4.14%.'}",A,"The total return for a fully collateralized position is the sum of the price
return, the roll return, and the collateral return:Price return = (Current price - Previous
price)/Previous price = (2.99 - 2.93)/2.93 = 2.05%.Roll return = (Near-term futures closing
price - Farther-term futures closing price)/Near-term futures closing price × Percentage of
position in futures contract being rolled = [(2.99 – 3.03)/2.99] × 100% = –1.34%.Collateral
return = Annual rate × Period length as a fraction of the year = 3% × 0.25 = 0.75%.Therefore,
the total return for three months = 2.05% - 1.34%＋0.75% = 1.46%.",Math reasoning QA,text+image,Easy,"Calculating Total Return, Futures Contracts, Collateral Return",Alternative Investments,Alternative Investments
2164,13,"Adam Craw, CFA, is chief executive officer (CEO) of Crawfood, a European private equity
firm specializing in food retailers. The retail food industry has been consolidating during the
past two years as private equity funds have closed numerous deals and taken many companies
private.Crawfood recently hired Lillian Voser, a CFA Level II candidate, as a controller. On
Voser's first day of work, the head of personnel informs her that by signing the employment
contract, Voser agrees to comply with the company's code of ethics and compliance manual. She
hands Voser copies of the code and compliance manual without further comment. Voser spends the
next hour reading both documents. An excerpt from the compliance manual appears in Exhibit 1.
When she enters her new office that afternoon, Voser finds a large gift basket sent by her
sister. The card reads “Congratulations on your new position.” The basket is filled with
expensive high-quality food items from Greenhornfood—a local small, publicly-traded food
retailer, which produces many delicatessen products under its own brand name.During the next
two weeks, Voser meets with all of Crawfood's upper management, including the CEO. In his
office, Craw praises Voser's efforts to complete the CFA program. “The program is demanding,
but it is worthwhile.” Craw then explains his investment strategy for choosing Crawfood's
acquisition targets. He points to a large map on the wall with multi-colored pins marking
Crawfood's previous takeovers. The map shows acquisitions in all the major cities of Germany
with one exception—the home of Crawfood headquarters. Craw remarks, “We are currently in
talks for another purchase. Confidentiality prohibits me from discussing it any further, but
you will hear more about it soon.”Introduced to Greenhornfood by her sister, Voser quickly
becomes a loyal customer. She considers it the best food retailer in the vicinity and she
frequently purchases its products.The following week, the local newspaper features an article
about Greenhornfood and its young founders. The article describes the company's loyal and
growing customer base as well as its poor quarterly financial results. Voser notes that the
stock has steadily declined during the past twelve months. She concludes that the company has
an inexperienced management team, but its popular product line and loyal customer base make the
company a potential acquisition target. Voser calls her sister and recommends that she purchase
Greenhornfood shares because “it would be an attractive acquisition for a larger company.”
Based on Voser's recommendation, her sister buys €3,000 worth of shares.During the following
two weeks the stock price of Greenhornfood continues to decline. Voser's sister is uncertain of
what she should do with her position. She seeks Voser's advice. Voser recommends that her
sister wait another few days before making her decision and promises to analyze the situation
in the meantime.While walking by Craw's office the following day, Voser sees a document with
Greenhornfood's distinctive logo and overhears the company's name through an open office door.
That evening, Voser tells her sister, “with the price decline, the stock is even more
attractive.” She recommends that her sister increase her position. Based on her recommendation
her sister buys an additional €3,000 worth of Greenhornfood shares.One month later, Crawfood
publicly announces the acquisition of Greenhornfood Company at a 20% premium to the previous
day's closing price. Following the announcement, Voser's sister boasts about Voser's excellent
recommendation and timing to her broker.Regulatory authorities initiate an investigation into
suspicious trading in Greenhornfood shares and options preceding the formal announcement of the
acquisition. Craw receives a letter from regulatory authorities stating that he is the subject
of a formal investigation into his professional conduct surrounding the acquisition. He learns
from the compliance officer that Voser is also under investigation. The compliance officer
provides no details and out of respect for Voser's privacy, Craw makes no inquiries.The
situation remains unchanged and the matter is still pending with regulatory authorities several
months later when Craw receives his annual Professional Conduct Statement (PCS) from CFA
Institute. He reviews the text asking “In the last two years, have you been . . . the subject
of…any investigation…in which your professional conduct, in either a direct or supervisory
capacity, was at issue?”
 ",['./dataset/images/EthicalandProfessionalStandards_images/share12-17_1.png'],"According to the CFA Institute Standards, must Voser obtain permission from",,"{'A': 'No.', './dataset/images/B': 'Yes, because the value of the basket is higher than €50.', './dataset/images/C': ""C.Yes, because consent is required by the company's compliance procedures.""}",A,"According to Standard I(B)–Independence and Objectivity, members must use
reasonable care and judgment to achieve and maintain independence and objectivity in their
professional activities. Although it was sent to Voser's office, the gift basket is a private
gift from Voser's sister and not likely to affect Voser's professional activities. According to
Excerpt 4 of the Crawfood compliance manual and Standard IV(B)–Additional Compensation
Arrangements, employees must obtain permission from their employer before accepting gifts,
compensation, or other benefits that compete with, or might create a conflict of interest with,
the employer's interests. The gift basket does not create a conflict or compete with the
employer's interests.",Knowledge reasoning QA,text+image,Hard,"Standard I(B) – Independence and Objectivity, Standard IV(B) – Additional Compensation Arrangements, Conflict of Interest",Ethicaland Professional Standards,Ethicaland Professional Standards
2719,6,"Hiram Life (Hiram), a large multinational insurer located in Canada, has received
permission to increase its ownership in an India-based life insurance company, LICIA, from 26%
to 49%. Before completing this transaction, Hiram wants to complete a risk assessment of
LICIA's investment portfolio. Judith Hamilton, Hiram's chief financial officer, has been asked
to brief the management committee on investment risk in its India-based insurance
operations.LICIA's portfolio, which has a market value of CAD 260 million, is currently
structured as shown in Exhibit 1. Despite its more than 1,000 individual holdings, the
portfolio is invested predominantly in India. The Indian government bond market is highly
liquid, but the country's mortgage and infrastructure loan markets, as well as the corporate
bond market, are relatively illiquid. Individual mortgage and corporate bond positions are
large relative to the normal trading volumes in these securities. Given the elevated current
and fiscal account deficits, Indian investments are also subject to above-average economic
risk.Hamilton begins with a summary of the India-based portfolio. Exhibit 1 presents the
current portfolio composition and the risk and return assumptions used to esti?mate value at
risk (VaR).
Infrastructure is a rapidly growing asset class with limited return history; the first
infrastructure loans were issued just 10 years ago.Hamilton's report to the management
committee must outline her assumptions and provide support for the methods she used in her risk
assessment. If needed, she will also make recommendations for rebalancing the portfolio to
ensure its risk profile is aligned with that of Hiram.Hamilton develops the assumptions shown
in Exhibit 2, which will be used for estimating the portfolio VaR.
Hamilton elects to apply a one-day, 5% VaR limit of CAD 2 million in her risk assessment of
LICIA,s portfolio. This limit is consistent with the risk tolerance the committee has specified
for the Hiram portfolio.The markets' volatility during the last 12 months has been
significantly higher than the historical norm, with increased frequency of large daily losses,
and Hamilton expects the next 12 months to be equally volatile.She estimates the one-day 5%
portfolio VaR for LICIA's portfolio using three different approaches:
The committee is likely to have questions in a number of key areas—the limitations of the VaR
report, potential losses in an extreme adverse event, and the reliability of the VaR numbers if
the market continues to exhibit higher-than-normal volatility. Hamilton wants to be certain
that she has thoroughly evaluated the risks inherent in the LICIA portfolio and compares them
with the risks in Hiram's present portfolio.Hamilton believes the possibility of a ratings
downgrade on Indian sovereign debt is high and not yet fully reflected in securities prices. If
the rating is lowered, many of the portfolio's holdings will no longer meet Hiram's minimum
ratings requirement. A downgrade's effect is unlikely to be limited to the government bond
portfolio. All asset classes can be expected to be affected to some degree. Hamilton plans to
include a scenario analysis that reflects this possibility to ensure that management has the
broadest possible view of the risk exposures in the India portfolio.
 ","['./dataset/images/PortfolioManagement_images/share1-6_1.png', './dataset/images/PortfolioManagement_images/share1-6_2.png', './dataset/images/PortfolioManagement_images/share1-6_3.png']",What additional risk measures would be most appropriate to add to Hamilton's,,"{'A': 'Delta', './dataset/images/B': 'Duration', './dataset/images/C': 'Tracking error'}",B,"Given the large fixed-income exposure in the LICIA portfolio, examining the
portfolio duration more closely would be prudent. Duration is the primary sensitivity exposure
measure for fixed-income investments.",Knowledge reasoning QA,text+image,Easy,"Fixed-income risk, Duration analysis, Sensitivity measures",Portfolio Management,PortfolioManagement
2720,7,"John Martinez is assessing the performance of the actively managed diversified asset
portfolio. The diversified asset portfolio is invested in equities, bonds, and real estate, and
allocations to these asset classes and to the holdings within them are unconstrained.Selected
return and financial data for the portfolio for 2019 are presented in Exhibit 1.
Martinez uses several risk-adjusted return metrics to assess the performance of the diversified
asset portfolio, including the information ratio and the Sharpe ratio. Selected risk, return,
and statistical data for the portfolio are presented in Exhibit 2.
Martinez has recently hired Kenneth Singh to help him evaluate portfolios. Martinez asks Singh
about the possible effects on the portfolio's information ratio if cash were added to the
diversified asset portfolio or if the aggressiveness of the portfolio's active weights were
increased. Singh responds with two statements:Statement 1: Adding cash to the portfolio would
change the portfolio's information ratio.Statement 2: Increasing the aggressiveness of active
weights would not change the portfolio's information ratio.
 ","['./dataset/images/PortfolioManagement_images/share7-10_1.png', './dataset/images/PortfolioManagement_images/share7-10_2.png']","Based on Exhibit 1, the value added to the diversified asset portfolio",,"{'A': '2.3%.', './dataset/images/B': '3.9%.', './dataset/images/C': '6.1%.'}",B,"Based on the differences in returns for the portfolio and benchmark in Exhibit 1, the value added by each asset class within the portfolio is shown in the following table:
The value added from security selection is calculated as the sum of the actual portfolio weights multiplied by each sub-portfolio’s value added measure. Thus, the value added from security selection is calculated as: Value added from security selection = $0.63(5.3\%) 0.28(0.2\%) 0.09(5.1\%) = 3.9\%$.
A is incorrect. It represents the value added from asset allocation (2.3\%).
C is incorrect. It represents the total value added (2.3\% 3.9\% = 6.1\%, with rounding).

|                           | Sub-Portfolio Return (\%) | Benchmark Return (\%) | Value Added (\%) | Portfolio Allocation (\%) |
|---------------------------|---------------------------|-----------------------|------------------|----------------------------|
| Equities sub-portfolio    | 36.9                      | 31.6                  | 5.3              | 63                         |
| Bond sub-portfolio        | -2.4                      | -2.6                  | 0.2              | 28                         |
| Real estate sub-portfolio | 33.4                      | 28.3                  | 5.1              | 9                          |",Math reasoning QA,text+image,Easy,"Value-added calculation, Security selection, Asset allocation",Portfolio Management,PortfolioManagement
2721,8,"John Martinez is assessing the performance of the actively managed diversified asset
portfolio. The diversified asset portfolio is invested in equities, bonds, and real estate, and
allocations to these asset classes and to the holdings within them are unconstrained.Selected
return and financial data for the portfolio for 2019 are presented in Exhibit 1.
Martinez uses several risk-adjusted return metrics to assess the performance of the diversified
asset portfolio, including the information ratio and the Sharpe ratio. Selected risk, return,
and statistical data for the portfolio are presented in Exhibit 2.
Martinez has recently hired Kenneth Singh to help him evaluate portfolios. Martinez asks Singh
about the possible effects on the portfolio's information ratio if cash were added to the
diversified asset portfolio or if the aggressiveness of the portfolio's active weights were
increased. Singh responds with two statements:Statement 1: Adding cash to the portfolio would
change the portfolio's information ratio.Statement 2: Increasing the aggressiveness of active
weights would not change the portfolio's information ratio.
 ","['./dataset/images/PortfolioManagement_images/share7-10_1.png', './dataset/images/PortfolioManagement_images/share7-10_2.png']","Based on Exhibit 1, the value added of the diversified asset portfolio",,"{'A': '2.3%.', './dataset/images/B': '3.9%.', './dataset/images/C': '6.1%.'}",A,"The value added from asset allocation is calculated as the sum of the differences in the weights between the strategic (benchmark) allocation and the actual subportfolio allocation multiplied by each subportfolio's benchmark return.

| Subportfolio | Benchmark Return (%) | Actual Asset Allocation (%) | Strategic Asset Allocation (%) | Actual - Strategic Asset Allocation (%) |
|--------------|------------------------|-----------------------------|--------------------------------|-----------------------------------------|
| Equities subportfolio | 31.6 | 63 | 60 | +3 |
| Bond subportfolio     | -2.6 | 28 | 35 | -7 |
| Real estate subportfolio | 28.3 | 9 | 5 | +4 |

Thus, the value added by the active asset allocation decision is calculated as: Value added from asset allocation decision $= 0.03(31.6\%) - 0.07(-2.6\%) + 0.04(28.3\%) = 2.3\%$. B is incorrect. It is the value added from security selection. C is incorrect. It is the total value added.",Math reasoning QA,text+image,Easy,"Asset Allocation, Benchmark Allocation, Active Management",Portfolio Management,PortfolioManagement
2806,6,"Aline Nunes, a junior analyst, works in the derivatives research division of an
international securities firm. Nunes’s supervisor, Cátia Pereira, asks her to conduct an
analysis of various option trading strategies relating to shares of three companies: IZD, QWY,
and XDF. On 1 February, Nunes gathers selected option premium data on the companies, presented
in Exhibit 1.
Nunes considers the following option strategies relating to IZD:
Strategy 1: Constructing a synthetic long put position in IZD
Strategy 2: Buying 100 shares of IZD and writing the April €95.00 strike call option on IZD
Strategy 3: Implementing a covered call position in IZD using the April €97.50 strike option
Nunes next reviews the following option strategies relating to QWY:
Strategy 4: Implementing a protective put position in QWY using the April €25.00 strike option
Strategy 5: Buying 100 shares of QWY, buying the April €24.00 strike put option, and writing
the April €31.00 strike call option
Strategy 6: Implementing a bear spread in QWY using the April €25.00 and April €31.00 strike
options Finally, Nunes considers two option strategies relating to XDF:
Strategy 7: Writing both the April €75.00 strike call option and the April €75.00 strike put
option on XDF
Strategy 8: Writing the February €80.00 strike call option and buying the December €80.00
strike call option on XDF
 ",['./dataset/images/DerivativesandCurrencyManagement_images/share2-11_1.png'],Strategy 5 is best described as a:,,"{'A': 'collar.', './dataset/images/B': 'straddle.', './dataset/images/C': 'bear spread.'}",A,"Strategy 5 describes a collar, which is a combination of a long position in shares,
a long put option with an exercise price below the current stock price, and a short call option
with an exercise price above the current stock price.",Knowledge reasoning QA,text+image,Easy,"Options strategies, Options pricing and valuation, Derivative instruments",Derivatives and Currency Management,Derivatives and Currency Management
2807,7,"Aline Nunes, a junior analyst, works in the derivatives research division of an
international securities firm. Nunes’s supervisor, Cátia Pereira, asks her to conduct an
analysis of various option trading strategies relating to shares of three companies: IZD, QWY,
and XDF. On 1 February, Nunes gathers selected option premium data on the companies, presented
in Exhibit 1.
Nunes considers the following option strategies relating to IZD:
Strategy 1: Constructing a synthetic long put position in IZD
Strategy 2: Buying 100 shares of IZD and writing the April €95.00 strike call option on IZD
Strategy 3: Implementing a covered call position in IZD using the April €97.50 strike option
Nunes next reviews the following option strategies relating to QWY:
Strategy 4: Implementing a protective put position in QWY using the April €25.00 strike option
Strategy 5: Buying 100 shares of QWY, buying the April €24.00 strike put option, and writing
the April €31.00 strike call option
Strategy 6: Implementing a bear spread in QWY using the April €25.00 and April €31.00 strike
options Finally, Nunes considers two option strategies relating to XDF:
Strategy 7: Writing both the April €75.00 strike call option and the April €75.00 strike put
option on XDF
Strategy 8: Writing the February €80.00 strike call option and buying the December €80.00
strike call option on XDF
 ",['./dataset/images/DerivativesandCurrencyManagement_images/share2-11_1.png'],"Based on Exhibit 1, Strategy 5 offers:",,"{'A': 'unlimited upside.', './dataset/images/B': 'a maximum profit of €2.48 per share.', './dataset/images/C': 'protection against losses if QWY’s share price falls below €28.14.'}",B,"Strategy 5 describes a collar, which is a combination of a long position in shares,
a long put option, and a short call option. Strategy 5 would require Nu?es to buy 100 QWY
shares at the current market price of €28.49 per share. In addition, she would purchase a QWY
April €24.00 strike put option contract for €0.35 per share and collect €0.32 per share from
writing a QWY April €31.00 strike call option. The collar offers protection against losses on
the shares below the put strike price of €24.00 per share, but it also limits upside to the
call strike price of €31.00 per share. Thus, the maximum gain on the trade, which occurs at
prices of €31.00 per share or higher, is calculated as (X2 – S0) – p0 + c0, or (€31.00 –
€28.49) – €0.35 + €0.32 = €2.48 per share.",Knowledge reasoning QA,text+image,Easy,"Options strategies, Risk-reward trade-off, Hedging techniques",Derivatives and Currency Management,Derivatives and Currency Management
2808,8,"Aline Nunes, a junior analyst, works in the derivatives research division of an
international securities firm. Nunes’s supervisor, Cátia Pereira, asks her to conduct an
analysis of various option trading strategies relating to shares of three companies: IZD, QWY,
and XDF. On 1 February, Nunes gathers selected option premium data on the companies, presented
in Exhibit 1.
Nunes considers the following option strategies relating to IZD:
Strategy 1: Constructing a synthetic long put position in IZD
Strategy 2: Buying 100 shares of IZD and writing the April €95.00 strike call option on IZD
Strategy 3: Implementing a covered call position in IZD using the April €97.50 strike option
Nunes next reviews the following option strategies relating to QWY:
Strategy 4: Implementing a protective put position in QWY using the April €25.00 strike option
Strategy 5: Buying 100 shares of QWY, buying the April €24.00 strike put option, and writing
the April €31.00 strike call option
Strategy 6: Implementing a bear spread in QWY using the April €25.00 and April €31.00 strike
options Finally, Nunes considers two option strategies relating to XDF:
Strategy 7: Writing both the April €75.00 strike call option and the April €75.00 strike put
option on XDF
Strategy 8: Writing the February €80.00 strike call option and buying the December €80.00
strike call option on XDF
 ",['./dataset/images/DerivativesandCurrencyManagement_images/share2-11_1.png'],"Based on Exhibit 1, the breakeven share price for Strategy 6 is closest to:",,"{'A': '€22.50.', './dataset/images/B': '€28.50.', './dataset/images/C': '€33.50.'}",B,"Strategy 6 is a bear spread, which is a combination of a long put option and a
short put option on the same underlying, where the long put has a higher strike price than the
short put. In the case of Strategy 6, the April €31.00 put option would be purchased and the
April €25.00 put option would be sold. The long put premium is €3.00 and the short put
premium is €0.50, for a net cost of €2.50. The breakeven share price is €28.50, calculated
as XH – (pH – pL) = €31.00 – (€3.00 – €0.50) = €28.50.",Math reasoning QA,text+image,Easy,"Options strategies, Breakeven calculations, Derivatives pricing",Derivatives and Currency Management,Derivatives and Currency Management
